Entity,Code,Year,"Homicide rate per 100,000 population of female victims",World region according to OWID
Spain,ESP,2008,0.54471254,Europe
Spain,ESP,2009,0.57918984,Europe
Spain,ESP,2010,0.6594165,Europe
Spain,ESP,2011,0.5387219,Europe
Spain,ESP,2012,0.5252159,Europe
Spain,ESP,2013,0.5094091,Europe
Spain,ESP,2014,0.53992337,Europe
Spain,ESP,2015,0.5104544,Europe
Spain,ESP,2016,0.47588152,Europe
Spain,ESP,2017,0.47416437,Europe
Spain,ESP,2018,0.48838016,Europe
Spain,ESP,2019,0.52205205,Europe
Spain,ESP,2020,0.49047396,Europe
Spain,ESP,2021,0.3992966,Europe
Spain,ESP,2022,0.49706808,Europe
Spain,ESP,2023,0.45515764,Europe
Sri Lanka,LKA,2008,3.3139145,Asia
Sri Lanka,LKA,2009,1.911047,Asia
Sri Lanka,LKA,2010,1.5684962,Asia
Sri Lanka,LKA,2011,1.7129639,Asia
Sri Lanka,LKA,2012,1.5696113,Asia
Sri Lanka,LKA,2013,1.3279105,Asia
Sri Lanka,LKA,2014,1.1266567,Asia
Sri Lanka,LKA,2015,0.9917806,Asia
Sri Lanka,LKA,2016,1.1516337,Asia
Sri Lanka,LKA,2017,0.7643257,Asia
Sri Lanka,LKA,2018,0.8978986,Asia
Sri Lanka,LKA,2019,2.1548533,Asia
Sub-Saharan Africa (UN),,2000,5.148035,
Sub-Saharan Africa (UN),,2001,5.126578,
Sub-Saharan Africa (UN),,2002,5.114027,
Sub-Saharan Africa (UN),,2003,4.95973,
Sub-Saharan Africa (UN),,2004,4.867176,
Sub-Saharan Africa (UN),,2005,4.793497,
Sub-Saharan Africa (UN),,2006,4.760966,
Sub-Saharan Africa (UN),,2007,4.700374,
Sub-Saharan Africa (UN),,2008,4.6158566,
Sub-Saharan Africa (UN),,2009,4.7292604,
Sub-Saharan Africa (UN),,2010,4.7704496,
Sub-Saharan Africa (UN),,2011,4.6694574,
Sub-Saharan Africa (UN),,2012,4.655574,
Sub-Saharan Africa (UN),,2013,4.662435,
Sub-Saharan Africa (UN),,2014,4.6677055,
Sub-Saharan Africa (UN),,2015,4.7036676,
Sub-Saharan Africa (UN),,2016,4.670398,
Sub-Saharan Africa (UN),,2017,4.577848,
Sub-Saharan Africa (UN),,2018,4.4281983,
Sub-Saharan Africa (UN),,2019,4.286561,
Sub-Saharan Africa (UN),,2020,4.2422504,
Sub-Saharan Africa (UN),,2021,4.401316,
Sub-Saharan Africa (UN),,2022,4.5664096,
Sub-Saharan Africa (UN),,2023,4.4760246,
Suriname,SUR,2007,5.5738387,South America
Suriname,SUR,2008,3.7713647,South America
Suriname,SUR,2013,1.063628,South America
Suriname,SUR,2014,2.1021063,South America
Suriname,SUR,2015,3.809537,South America
Suriname,SUR,2016,5.47812,South America
Suriname,SUR,2017,3.7242057,South America
Suriname,SUR,2018,2.3444812,South America
Suriname,SUR,2019,1.9872551,South America
Suriname,SUR,2020,4.5841217,South America
Suriname,SUR,2021,2.2692313,South America
Suriname,SUR,2022,3.2113142,South America
Suriname,SUR,2023,2.2254934,South America
Sweden,SWE,1999,0.6412121,Europe
Sweden,SWE,2000,0.8231544,Europe
Sweden,SWE,2001,0.65262735,Europe
Sweden,SWE,2002,0.80500007,Europe
Sweden,SWE,2003,0.5961001,Europe
Sweden,SWE,2004,0.89618236,Europe
Sweden,SWE,2005,0.67274976,Europe
Sweden,SWE,2006,0.7804478,Europe
Sweden,SWE,2007,0.6919651,Europe
Sweden,SWE,2008,0.59789735,Europe
Sweden,SWE,2009,0.8236431,Europe
Sweden,SWE,2010,0.5734323,Europe
Sweden,SWE,2011,0.52735746,Europe
Sweden,SWE,2012,0.43997505,Europe
Sweden,SWE,2013,0.5404973,Europe
Sweden,SWE,2014,0.51513994,Europe
Sweden,SWE,2015,0.5921056,Europe
Sweden,SWE,2016,0.5857372,Europe
Sweden,SWE,2017,0.53894955,Europe
Sweden,SWE,2018,0.65182126,Europe
Sweden,SWE,2019,0.48924842,Europe
Sweden,SWE,2020,0.48598266,Europe
Sweden,SWE,2021,0.46384662,Europe
Sweden,SWE,2022,0.4416656,Europe
Sweden,SWE,2023,0.6300157,Europe
Switzerland,CHE,1990,1.4879943,Europe
Switzerland,CHE,1991,1.2426482,Europe
Switzerland,CHE,1992,1.2042557,Europe
Switzerland,CHE,1993,1.2260444,Europe
Switzerland,CHE,1994,1.1419358,Europe
Switzerland,CHE,1995,1.1048443,Europe
Switzerland,CHE,1996,0.8638866,Europe
Switzerland,CHE,1997,1.0792552,Europe
Switzerland,CHE,1998,0.8143559,Europe
Switzerland,CHE,1999,1.0290797,Europe
Switzerland,CHE,2000,1.0544105,Europe
Switzerland,CHE,2001,0.99330604,Europe
Switzerland,CHE,2002,1.3251057,Europe
Switzerland,CHE,2003,1.0520965,Europe
Switzerland,CHE,2004,1.0188534,Europe
Switzerland,CHE,2005,0.98871726,Europe
Switzerland,CHE,2006,0.987754,Europe
Switzerland,CHE,2007,0.67814785,Europe
Switzerland,CHE,2008,0.6462424,Europe
Switzerland,CHE,2009,0.6869037,Europe
Switzerland,CHE,2010,0.65456104,Europe
Switzerland,CHE,2011,0.5730567,Europe
Switzerland,CHE,2012,0.4194901,Europe
Switzerland,CHE,2013,0.781444,Europe
Switzerland,CHE,2014,0.5795055,Europe
Switzerland,CHE,2015,0.71676016,Europe
Switzerland,CHE,2016,0.59148365,Europe
Switzerland,CHE,2017,0.46917745,Europe
Switzerland,CHE,2018,0.65214753,Europe
Switzerland,CHE,2019,0.60139316,Europe
Switzerland,CHE,2020,0.6201931,Europe
Switzerland,CHE,2021,0.57009745,Europe
Switzerland,CHE,2022,0.4517775,Europe
Switzerland,CHE,2023,0.627052,Europe
Tajikistan,TJK,2006,1.094222,Asia
Tajikistan,TJK,2007,0.88642335,Asia
Tajikistan,TJK,2008,1.0017093,Asia
Tajikistan,TJK,2009,0.6269322,Asia
Tajikistan,TJK,2010,0.58264136,Asia
Tajikistan,TJK,2011,0.4216021,Asia
Tajikistan,TJK,2020,0.20105527,Asia
Tanzania,TZA,2010,2.4239426,Africa
Tanzania,TZA,2011,2.3865774,Africa
Tanzania,TZA,2012,2.1691277,Africa
Tanzania,TZA,2013,1.9963768,Africa
Tanzania,TZA,2015,2.5486636,Africa
Tanzania,TZA,2016,2.34551,Africa
Tanzania,TZA,2017,1.9078691,Africa
Tanzania,TZA,2018,1.877039,Africa
Tanzania,TZA,2019,1.6308959,Africa
Tanzania,TZA,2020,1.7258004,Africa
Thailand,THA,1995,2.4036078,Asia
Thailand,THA,1996,2.4580562,Asia
Thailand,THA,1997,2.4936757,Asia
Thailand,THA,1998,2.6174488,Asia
Thailand,THA,1999,2.5926352,Asia
Thailand,THA,2000,2.8370419,Asia
Thailand,THA,2002,2.1498384,Asia
Thailand,THA,2003,2.9066653,Asia
Thailand,THA,2004,1.522654,Asia
Thailand,THA,2005,1.862605,Asia
Thailand,THA,2006,1.7244564,Asia
Thailand,THA,2007,1.7562937,Asia
Thailand,THA,2008,1.5379659,Asia
Thailand,THA,2009,1.4258609,Asia
Thailand,THA,2010,1.3166091,Asia
Thailand,THA,2011,1.2735903,Asia
Thailand,THA,2012,1.3483802,Asia
Thailand,THA,2013,1.0669448,Asia
Thailand,THA,2014,1.1316434,Asia
Tonga,TON,2000,0,Oceania
Tonga,TON,2001,1.9557607,Oceania
Tonga,TON,2002,1.9440124,Oceania
Tonga,TON,2003,0,Oceania
Tonga,TON,2004,0,Oceania
Tonga,TON,2005,0,Oceania
Tonga,TON,2006,0,Oceania
Tonga,TON,2007,0,Oceania
Tonga,TON,2008,1.877476,Oceania
Tonga,TON,2009,5.609102,Oceania
Tonga,TON,2010,0,Oceania
Tonga,TON,2011,0,Oceania
Tonga,TON,2012,1.8532761,Oceania
Tonga,TON,2019,1.8426557,Oceania
Trinidad and Tobago,TTO,2004,3.829203,North America
Trinidad and Tobago,TTO,2005,5.7138295,North America
Trinidad and Tobago,TTO,2006,4.9553833,North America
Trinidad and Tobago,TTO,2007,4.349711,North America
Trinidad and Tobago,TTO,2008,8.221555,North America
Trinidad and Tobago,TTO,2009,5.738597,North America
Trinidad and Tobago,TTO,2010,7.5437946,North America
Trinidad and Tobago,TTO,2011,4.252424,North America
Trinidad and Tobago,TTO,2012,6.336868,North America
Trinidad and Tobago,TTO,2013,5.4560795,North America
Trinidad and Tobago,TTO,2014,6.256165,North America
Trinidad and Tobago,TTO,2015,4.007437,North America
Trinidad and Tobago,TTO,2017,7.1008034,North America
Trinidad and Tobago,TTO,2018,6.3303585,North America
Trinidad and Tobago,TTO,2019,8.546758,North America
Trinidad and Tobago,TTO,2020,7.2109222,North America
Tunisia,TUN,2019,1.7209678,Africa
Tunisia,TUN,2020,1.904181,Africa
Turkey,TUR,2003,1.7410635,Asia
Turkey,TUR,2004,1.7720493,Asia
Turkey,TUR,2005,1.7594992,Asia
Turkey,TUR,2006,1.5771801,Asia
Turkey,TUR,2007,1.742961,Asia
Turkey,TUR,2008,1.5972426,Asia
Turkey,TUR,2010,1.7352809,Asia
Turkey,TUR,2011,1.7015531,Asia
Turkey,TUR,2012,1.6172695,Asia
Turkey,TUR,2015,1.0323604,Asia
Turkey,TUR,2016,1.0825152,Asia
Turkey,TUR,2017,1.0225288,Asia
Turkey,TUR,2018,0.9467673,Asia
Turkey,TUR,2019,1.069643,Asia
Turkey,TUR,2020,0.8971849,Asia
Turkey,TUR,2021,1.0103358,Asia
Turkey,TUR,2022,1.0696268,Asia
Turkey,TUR,2023,1.6776159,Asia
Turkmenistan,TKM,2010,1.0583835,Asia
Turkmenistan,TKM,2011,0.621471,Asia
Turkmenistan,TKM,2012,0.97934145,Asia
Turkmenistan,TKM,2013,0.89145243,Asia
Turkmenistan,TKM,2014,0.58085763,Asia
Turkmenistan,TKM,2015,0.40994534,Asia
Turks and Caicos Islands,TCA,1992,0,North America
Turks and Caicos Islands,TCA,1993,0,North America
Turks and Caicos Islands,TCA,1994,14.485406,North America
Turks and Caicos Islands,TCA,1995,13.776002,North America
Turks and Caicos Islands,TCA,1996,0,North America
Turks and Caicos Islands,TCA,1997,25.079943,North America
Turks and Caicos Islands,TCA,2002,0,North America
Turks and Caicos Islands,TCA,2007,7.7609625,North America
Turks and Caicos Islands,TCA,2008,7.420049,North America
Turks and Caicos Islands,TCA,2009,0,North America
Turks and Caicos Islands,TCA,2013,6.0015006,North America
Turks and Caicos Islands,TCA,2014,0,North America
Uganda,UGA,2008,2.485646,Africa
Uganda,UGA,2010,3.6553721,Africa
Uganda,UGA,2011,4.397625,Africa
Uganda,UGA,2012,4.26201,Africa
Uganda,UGA,2013,4.4226427,Africa
Uganda,UGA,2014,4.56828,Africa
Uganda,UGA,2016,4.644627,Africa
Uganda,UGA,2017,4.1079555,Africa
Uganda,UGA,2022,2.9292247,Africa
Uganda,UGA,2023,3.003996,Africa
Ukraine,UKR,1990,2.7881663,Europe
Ukraine,UKR,1991,2.7493582,Europe
Ukraine,UKR,1992,3.2153254,Europe
Ukraine,UKR,1993,3.5797436,Europe
Ukraine,UKR,1994,4.0421233,Europe
Ukraine,UKR,1995,4.1348524,Europe
Ukraine,UKR,1996,4.8970337,Europe
Ukraine,UKR,1997,4.3764668,Europe
Ukraine,UKR,1998,4.4377995,Europe
Ukraine,UKR,1999,4.6805253,Europe
Ukraine,UKR,2000,4.946875,Europe
Ukraine,UKR,2001,5.6651073,Europe
Ukraine,UKR,2002,5.0581975,Europe
Ukraine,UKR,2003,4.9036646,Europe
Ukraine,UKR,2004,4.3281956,Europe
Ukraine,UKR,2005,3.767915,Europe
Ukraine,UKR,2006,3.5921004,Europe
Ukraine,UKR,2008,2.9487982,Europe
Ukraine,UKR,2009,2.8250122,Europe
Ukraine,UKR,2010,2.42644,Europe
Ukraine,UKR,2017,1.900026,Europe
United Arab Emirates,ARE,2010,0.7767495,Asia
United Arab Emirates,ARE,2011,0.6083218,Asia
United Arab Emirates,ARE,2012,0.65582883,Asia
United Arab Emirates,ARE,2013,0.6713058,Asia
United Arab Emirates,ARE,2014,0.568491,Asia
United Arab Emirates,ARE,2015,0.32324335,Asia
United Arab Emirates,ARE,2019,0.63111705,Asia
United Arab Emirates,ARE,2020,0.41601595,Asia
United Arab Emirates,ARE,2021,0.2855269,Asia
United Arab Emirates,ARE,2022,0.2991905,Asia
United Kingdom,GBR,2005,0.49737903,Europe
United Kingdom,GBR,2006,0.5325926,Europe
United Kingdom,GBR,2007,0.54908866,Europe
United Kingdom,GBR,2008,0.4733784,Europe
United Kingdom,GBR,2009,0.36024985,Europe
United Kingdom,GBR,2010,0.35869324,Europe
United Kingdom,GBR,2011,0.30546716,Europe
United Kingdom,GBR,2012,0.28611413,Europe
United Kingdom,GBR,2013,0.3168224,Europe
United Kingdom,GBR,2014,0.3175782,Europe
United Kingdom,GBR,2015,0.2997762,Europe
United Kingdom,GBR,2016,0.2913799,Europe
United Kingdom,GBR,2017,0.35867965,Europe
United Kingdom,GBR,2018,0.36403146,Europe
United Kingdom,GBR,2019,0.30993447,Europe
United Kingdom,GBR,2020,0.25834477,Europe
United Kingdom,GBR,2021,0.31624624,Europe
United States,USA,1990,3.999696,North America
United States,USA,1991,4.1701503,North America
United States,USA,1992,3.9665384,North America
United States,USA,1993,4.1802907,North America
United States,USA,1994,3.7289524,North America
United States,USA,1995,3.7086413,North America
United States,USA,1996,3.2849133,North America
United States,USA,1997,3.0054972,North America
United States,USA,1998,2.9728792,North America
United States,USA,1999,2.6956658,North America
United States,USA,2000,2.6180022,North America
United States,USA,2001,3.1190717,North America
United States,USA,2002,2.6056795,North America
United States,USA,2003,2.5362964,North America
United States,USA,2004,2.4153419,North America
United States,USA,2005,2.3974748,North America
United States,USA,2006,2.4373207,North America
United States,USA,2007,2.4289045,North America
United States,USA,2008,2.3440304,North America
United States,USA,2009,2.2859056,North America
United States,USA,2010,2.1237204,North America
United States,USA,2011,2.073501,North America
United States,USA,2012,2.0806875,North America
United States,USA,2013,1.9811157,North America
United States,USA,2014,1.9736053,North America
United States,USA,2015,2.0493517,North America
United States,USA,2016,2.2657902,North America
United States,USA,2017,2.2333667,North America
United States,USA,2018,2.2162454,North America
United States,USA,2019,2.135901,North America
United States,USA,2020,2.5778747,North America
United States,USA,2021,3.003702,North America
United States,USA,2022,2.808762,North America
United States,USA,2023,2.550784,North America
United States Virgin Islands,VIR,1997,10.661928,North America
United States Virgin Islands,VIR,1998,3.5385077,North America
United States Virgin Islands,VIR,1999,7.057225,North America
United States Virgin Islands,VIR,2000,5.284342,North America
United States Virgin Islands,VIR,2001,3.522336,North America
United States Virgin Islands,VIR,2002,8.818887,North America
United States Virgin Islands,VIR,2003,5.306494,North America
United States Virgin Islands,VIR,2004,1.7755209,North America
United States Virgin Islands,VIR,2005,5.340787,North America
United States Virgin Islands,VIR,2006,7.134703,North America
United States Virgin Islands,VIR,2007,5.363656,North America
United States Virgin Islands,VIR,2008,3.5845828,North America
United States Virgin Islands,VIR,2009,3.5900197,North America
United States Virgin Islands,VIR,2010,12.616136,North America
United States Virgin Islands,VIR,2011,5.457175,North America
United States Virgin Islands,VIR,2012,3.6792097,North America
Uruguay,URY,2006,2.536555,South America
Uruguay,URY,2007,1.8838251,South America
Uruguay,URY,2008,2.5841522,South America
Uruguay,URY,2009,2.6361837,South America
Uruguay,URY,2010,2.395484,South America
Uruguay,URY,2011,2.3894758,South America
Uruguay,URY,2012,2.2090943,South America
Uruguay,URY,2013,3.130354,South America
Uruguay,URY,2014,2.9473286,South America
Uruguay,URY,2015,2.880235,South America
Uruguay,URY,2016,2.4120638,South America
Uruguay,URY,2017,3.1510842,South America
Uruguay,URY,2018,3.260183,South America
Uruguay,URY,2019,2.7432687,South America
Uruguay,URY,2020,2.1708512,South America
Uruguay,URY,2021,2.286678,South America
Uruguay,URY,2022,2.7483523,South America
Uruguay,URY,2023,3.2090394,South America
Uzbekistan,UZB,2015,1.4147527,Asia
Uzbekistan,UZB,2016,1.6614375,Asia
Uzbekistan,UZB,2017,1.2982844,Asia
Uzbekistan,UZB,2018,1.0957706,Asia
Uzbekistan,UZB,2019,0.8439204,Asia
Uzbekistan,UZB,2020,0.96650696,Asia
Uzbekistan,UZB,2021,1.0542085,Asia
Vanuatu,VUT,2019,0.6938253,Oceania
Vanuatu,VUT,2020,0.6770687,Oceania
Vatican,VAT,2009,0,Europe
Vatican,VAT,2010,0,Europe
Vatican,VAT,2011,0,Europe
Vatican,VAT,2012,0,Europe
Vatican,VAT,2013,0,Europe
Vatican,VAT,2014,0,Europe
Vatican,VAT,2015,0,Europe
Vatican,VAT,2021,0,Europe
Vatican,VAT,2022,0,Europe
Vatican,VAT,2023,0,Europe
Venezuela,VEN,1990,1.8913531,South America
Venezuela,VEN,1992,2.2368338,South America
Venezuela,VEN,1993,2.9059732,South America
Venezuela,VEN,1994,3.0348933,South America
Venezuela,VEN,1996,3.1498759,South America
Venezuela,VEN,1997,3.067376,South America
Venezuela,VEN,1998,3.1815941,South America
Venezuela,VEN,1999,3.512725,South America
Venezuela,VEN,2000,4.2478027,South America
Venezuela,VEN,2001,3.877298,South America
Venezuela,VEN,2002,6.6498237,South America
Venezuela,VEN,2003,5.331164,South America
Venezuela,VEN,2004,4.543771,South America
Venezuela,VEN,2005,4.153445,South America
Venezuela,VEN,2006,4.9158506,South America
Venezuela,VEN,2007,4.8554387,South America
Venezuela,VEN,2008,5.230028,South America
Venezuela,VEN,2009,5.3427825,South America
Venezuela,VEN,2010,5.4604316,South America
Venezuela,VEN,2011,5.494868,South America
Venezuela,VEN,2012,6.33897,South America
Venezuela,VEN,2015,4.7533274,South America
Venezuela,VEN,2016,5.204955,South America
Venezuela,VEN,2017,5.118077,South America
Western Asia (UN),,2000,2.0961828,
Western Asia (UN),,2001,2.1212246,
Western Asia (UN),,2002,2.1368616,
Western Asia (UN),,2003,2.1894474,
Western Asia (UN),,2004,2.203928,
Western Asia (UN),,2005,2.3189006,
Western Asia (UN),,2006,2.1822379,
Western Asia (UN),,2007,2.1628335,
Western Asia (UN),,2008,1.8169147,
Western Asia (UN),,2009,2.1144636,
Western Asia (UN),,2010,1.697466,
Western Asia (UN),,2011,2.3181114,
Western Asia (UN),,2012,2.298232,
Western Asia (UN),,2013,2.2983623,
Western Asia (UN),,2014,2.2399125,
Western Asia (UN),,2015,2.0168414,
Western Asia (UN),,2016,1.9962479,
Western Asia (UN),,2017,1.8871464,
Western Asia (UN),,2018,1.7224963,
Western Asia (UN),,2019,1.7814046,
Western Asia (UN),,2020,1.6531107,
Western Asia (UN),,2021,1.46445,
Western Asia (UN),,2022,1.6997602,
Western Asia (UN),,2023,1.8851821,
Western Europe (UN),,2000,1.2561806,
Western Europe (UN),,2001,1.2093425,
Western Europe (UN),,2002,1.2483609,
Western Europe (UN),,2003,1.1498427,
Western Europe (UN),,2004,1.1336656,
Western Europe (UN),,2005,1.069234,
Western Europe (UN),,2006,1.0068518,
Western Europe (UN),,2007,0.99153835,
Western Europe (UN),,2008,0.95944506,
Western Europe (UN),,2009,0.88845366,
Western Europe (UN),,2010,0.88689035,
Western Europe (UN),,2011,0.8628787,
Western Europe (UN),,2012,0.7646688,
Western Europe (UN),,2013,0.82189626,
Western Europe (UN),,2014,0.7715256,
Western Europe (UN),,2015,0.87099636,
Western Europe (UN),,2016,0.9177101,
Western Europe (UN),,2017,0.83621114,
Western Europe (UN),,2018,0.7758815,
Western Europe (UN),,2019,0.70407087,
Western Europe (UN),,2020,0.69260716,
Western Europe (UN),,2021,0.6773596,
Western Europe (UN),,2022,0.6993918,
Western Europe (UN),,2023,0.73910934,
World,OWID_WRL,2000,2.7655349,
World,OWID_WRL,2001,2.7903867,
World,OWID_WRL,2002,2.735867,
World,OWID_WRL,2003,2.6541197,
World,OWID_WRL,2004,2.618587,
World,OWID_WRL,2005,2.501929,
World,OWID_WRL,2006,2.4145837,
World,OWID_WRL,2007,2.3650157,
World,OWID_WRL,2008,2.3019884,
World,OWID_WRL,2009,2.3855696,
World,OWID_WRL,2010,2.346417,
World,OWID_WRL,2011,2.3663726,
World,OWID_WRL,2012,2.3622591,
World,OWID_WRL,2013,2.3236525,
World,OWID_WRL,2014,2.3160422,
World,OWID_WRL,2015,2.220985,
World,OWID_WRL,2016,2.2424667,
World,OWID_WRL,2017,2.2072732,
World,OWID_WRL,2018,2.1376853,
World,OWID_WRL,2019,2.0729597,
World,OWID_WRL,2020,2.0400848,
World,OWID_WRL,2021,2.1319623,
World,OWID_WRL,2022,2.0985904,
World,OWID_WRL,2023,2.102017,
Zimbabwe,ZWE,1990,3.5089676,Africa
Zimbabwe,ZWE,2018,2.0609481,Africa
Zimbabwe,ZWE,2019,2.0802386,Africa
Zimbabwe,ZWE,2020,1.7900273,Africa
Zimbabwe,ZWE,2021,1.9055135,Africa
Zimbabwe,ZWE,2022,2.3735101,Africa
