Entity,Code,Year,Share of the population using safely managed drinking water
Guadeloupe,GLP,2006,97.54314
Guadeloupe,GLP,2007,97.58457
Guadeloupe,GLP,2008,97.626
Guadeloupe,GLP,2009,97.667435
Guadeloupe,GLP,2010,97.70887
Guadeloupe,GLP,2011,97.750305
Guadeloupe,GLP,2012,97.79173
Guadeloupe,GLP,2013,97.68881
Guadeloupe,GLP,2014,97.58577
Guadeloupe,GLP,2015,97.482605
Guadeloupe,GLP,2016,97.37932
Guadeloupe,GLP,2017,97.27591
Guadeloupe,GLP,2018,97.17237
Guadeloupe,GLP,2019,97.06872
Guadeloupe,GLP,2020,96.96494
Guadeloupe,GLP,2021,96.861046
Guadeloupe,GLP,2022,96.75702
Guadeloupe,GLP,2023,96.65288
Guadeloupe,GLP,2024,96.65288
Guam,GUM,2000,99.47356
Guam,GUM,2001,99.47609
Guam,GUM,2002,99.44454
Guam,GUM,2003,99.386406
Guam,GUM,2004,99.32826
Guam,GUM,2005,99.27012
Guam,GUM,2006,99.21197
Guam,GUM,2007,99.15382
Guam,GUM,2008,99.09566
Guam,GUM,2009,99.0375
Guam,GUM,2010,98.97934
Guam,GUM,2011,98.92117
Guam,GUM,2012,98.86301
Guam,GUM,2013,98.80483
Guam,GUM,2014,98.74666
Guam,GUM,2015,98.68848
Guam,GUM,2016,98.6303
Guam,GUM,2017,98.57211
Guam,GUM,2018,98.51393
Guam,GUM,2019,98.45574
Guam,GUM,2020,98.30146
Guam,GUM,2021,97.22666
Guam,GUM,2022,96.15181
Guam,GUM,2023,95.07448
Guam,GUM,2024,93.997154
Guatemala,GTM,2000,49.84414
Guatemala,GTM,2001,49.85119
Guatemala,GTM,2002,49.854
Guatemala,GTM,2003,49.84767
Guatemala,GTM,2004,49.834343
Guatemala,GTM,2005,49.816856
Guatemala,GTM,2006,49.7954
Guatemala,GTM,2007,49.77014
Guatemala,GTM,2008,49.74105
Guatemala,GTM,2009,49.70764
Guatemala,GTM,2010,49.670544
Guatemala,GTM,2011,49.629284
Guatemala,GTM,2012,49.584156
Guatemala,GTM,2013,49.536587
Guatemala,GTM,2014,49.486355
Guatemala,GTM,2015,49.433464
Guatemala,GTM,2016,49.377296
Guatemala,GTM,2017,49.317867
Guatemala,GTM,2018,49.25491
Guatemala,GTM,2019,49.18799
Guatemala,GTM,2020,49.116978
Guatemala,GTM,2021,49.041637
Guatemala,GTM,2022,48.96174
Guatemala,GTM,2023,48.87698
Guatemala,GTM,2024,48.787193
Guinea-Bissau,GNB,2000,17.692846
Guinea-Bissau,GNB,2001,17.990059
Guinea-Bissau,GNB,2002,18.28805
Guinea-Bissau,GNB,2003,18.585863
Guinea-Bissau,GNB,2004,18.88363
Guinea-Bissau,GNB,2005,19.180431
Guinea-Bissau,GNB,2006,19.477068
Guinea-Bissau,GNB,2007,19.772625
Guinea-Bissau,GNB,2008,20.067202
Guinea-Bissau,GNB,2009,20.359922
Guinea-Bissau,GNB,2010,20.65182
Guinea-Bissau,GNB,2011,20.941998
Guinea-Bissau,GNB,2012,21.230503
Guinea-Bissau,GNB,2013,21.516773
Guinea-Bissau,GNB,2014,21.800835
Guinea-Bissau,GNB,2015,22.082407
Guinea-Bissau,GNB,2016,22.36094
Guinea-Bissau,GNB,2017,22.636175
Guinea-Bissau,GNB,2018,22.908096
Guinea-Bissau,GNB,2019,23.176168
Guinea-Bissau,GNB,2020,23.440123
Guinea-Bissau,GNB,2021,23.69969
Guinea-Bissau,GNB,2022,23.7945
Guinea-Bissau,GNB,2023,23.889536
Guinea-Bissau,GNB,2024,23.985016
Guyana,GUY,2000,62.737007
Guyana,GUY,2001,62.931396
Guyana,GUY,2002,63.126183
Guyana,GUY,2003,63.301033
Guyana,GUY,2004,63.471626
Guyana,GUY,2005,63.643494
Guyana,GUY,2006,63.81678
Guyana,GUY,2007,63.991318
Guyana,GUY,2008,64.16711
Guyana,GUY,2009,64.344284
Guyana,GUY,2010,64.52269
Guyana,GUY,2011,64.70231
Guyana,GUY,2012,64.91689
Guyana,GUY,2013,65.13148
Guyana,GUY,2014,65.34802
Guyana,GUY,2015,65.56629
Guyana,GUY,2016,65.78635
Guyana,GUY,2017,66.00821
Guyana,GUY,2018,66.23139
Guyana,GUY,2019,66.45619
Guyana,GUY,2020,66.68239
Guyana,GUY,2021,66.90988
Guyana,GUY,2022,67.13858
Guyana,GUY,2023,67.155655
Guyana,GUY,2024,67.17444
High-income countries,OWID_HIC,2000,92.73677
High-income countries,OWID_HIC,2001,92.8573
High-income countries,OWID_HIC,2002,93.0382
High-income countries,OWID_HIC,2003,93.212906
High-income countries,OWID_HIC,2004,93.40529
High-income countries,OWID_HIC,2005,94.03601
High-income countries,OWID_HIC,2006,94.18896
High-income countries,OWID_HIC,2007,94.3357
High-income countries,OWID_HIC,2008,94.47431
High-income countries,OWID_HIC,2009,94.60229
High-income countries,OWID_HIC,2010,94.727936
High-income countries,OWID_HIC,2011,94.83215
High-income countries,OWID_HIC,2012,94.922745
High-income countries,OWID_HIC,2013,95.00968
High-income countries,OWID_HIC,2014,95.09811
High-income countries,OWID_HIC,2015,95.18381
High-income countries,OWID_HIC,2016,95.26446
High-income countries,OWID_HIC,2017,95.345856
High-income countries,OWID_HIC,2018,95.42775
High-income countries,OWID_HIC,2019,95.50295
High-income countries,OWID_HIC,2020,95.56421
High-income countries,OWID_HIC,2021,95.62646
High-income countries,OWID_HIC,2022,95.68143
High-income countries,OWID_HIC,2023,95.715904
High-income countries,OWID_HIC,2024,95.778534
Honduras,HND,2000,41.771423
Honduras,HND,2001,42.011456
Honduras,HND,2002,42.259678
Honduras,HND,2003,43.60762
Honduras,HND,2004,44.98727
Honduras,HND,2005,46.398273
Honduras,HND,2006,47.841297
Honduras,HND,2007,49.316257
Honduras,HND,2008,50.82352
Honduras,HND,2009,52.36262
Honduras,HND,2010,53.934322
Honduras,HND,2011,55.53804
Honduras,HND,2012,57.17467
Honduras,HND,2013,58.84318
Honduras,HND,2014,60.544533
Honduras,HND,2015,61.911144
Honduras,HND,2016,62.34144
Honduras,HND,2017,62.768047
Honduras,HND,2018,63.190643
Honduras,HND,2019,63.609264
Honduras,HND,2020,64.023926
Honduras,HND,2021,64.43433
Honduras,HND,2022,64.835464
Honduras,HND,2023,65.19531
Honduras,HND,2024,65.51622
Hong Kong,HKG,2000,98.36695
Hong Kong,HKG,2001,98.45297
Hong Kong,HKG,2002,98.539024
Hong Kong,HKG,2003,98.62511
Hong Kong,HKG,2004,98.71123
Hong Kong,HKG,2005,98.79737
Hong Kong,HKG,2006,98.88356
Hong Kong,HKG,2007,98.96977
Hong Kong,HKG,2008,99.05602
Hong Kong,HKG,2009,99.1423
Hong Kong,HKG,2010,99.228615
Hong Kong,HKG,2011,99.314964
Hong Kong,HKG,2012,99.401344
Hong Kong,HKG,2013,99.487755
Hong Kong,HKG,2014,99.5742
Hong Kong,HKG,2015,99.66068
Hong Kong,HKG,2016,99.74719
Hong Kong,HKG,2017,99.83374
Hong Kong,HKG,2018,99.92032
Hong Kong,HKG,2019,99.987755
Hong Kong,HKG,2020,100
Hong Kong,HKG,2021,100
Hong Kong,HKG,2022,100
Hong Kong,HKG,2023,100
Hong Kong,HKG,2024,100
Hungary,HUN,2000,82.848595
Hungary,HUN,2001,83.11107
Hungary,HUN,2002,83.414635
Hungary,HUN,2003,83.71537
Hungary,HUN,2004,84.01355
Hungary,HUN,2005,84.31692
Hungary,HUN,2006,84.62482
Hungary,HUN,2007,84.929085
Hungary,HUN,2008,85.22977
Hungary,HUN,2009,85.52678
Hungary,HUN,2010,85.81358
Hungary,HUN,2011,86.09728
Hungary,HUN,2012,86.36535
Hungary,HUN,2013,87.714325
Hungary,HUN,2014,89.065125
Hungary,HUN,2015,90.41763
Hungary,HUN,2016,91.772224
Hungary,HUN,2017,93.128494
Hungary,HUN,2018,94.48628
Hungary,HUN,2019,95.845215
Hungary,HUN,2020,97.20508
Hungary,HUN,2021,98.531006
Hungary,HUN,2022,99.658936
Hungary,HUN,2023,100
Hungary,HUN,2024,100
Iceland,ISL,2000,90.1556
Iceland,ISL,2001,90.69081
Iceland,ISL,2002,91.226006
Iceland,ISL,2003,91.7612
Iceland,ISL,2004,92.296394
Iceland,ISL,2005,92.83159
Iceland,ISL,2006,93.36679
Iceland,ISL,2007,93.90199
Iceland,ISL,2008,94.43719
Iceland,ISL,2009,94.97238
Iceland,ISL,2010,95.507576
Iceland,ISL,2011,96.04278
Iceland,ISL,2012,96.577965
Iceland,ISL,2013,97.11317
Iceland,ISL,2014,97.64836
Iceland,ISL,2015,98.18356
Iceland,ISL,2016,98.718765
Iceland,ISL,2017,99.25396
Iceland,ISL,2018,99.78915
Iceland,ISL,2019,100
Iceland,ISL,2020,100
Iceland,ISL,2021,100
Iceland,ISL,2022,100
Iceland,ISL,2023,100
Iceland,ISL,2024,100
India,IND,2000,37.640007
India,IND,2001,39.102863
India,IND,2002,40.608547
India,IND,2003,42.126705
India,IND,2004,43.657413
India,IND,2005,45.199627
India,IND,2006,46.753426
India,IND,2007,48.318836
India,IND,2008,49.89553
India,IND,2009,51.482533
India,IND,2010,53.079865
India,IND,2011,54.687508
India,IND,2012,56.307568
India,IND,2013,57.93908
India,IND,2014,59.581604
India,IND,2015,61.234398
India,IND,2016,62.8967
India,IND,2017,64.56795
India,IND,2018,66.24711
India,IND,2019,67.933365
India,IND,2020,69.62591
India,IND,2021,71.32402
India,IND,2022,73.02668
India,IND,2023,74.73312
India,IND,2024,76.44219
Indonesia,IDN,2000,23.513695
Indonesia,IDN,2001,23.854189
Indonesia,IDN,2002,24.192856
Indonesia,IDN,2003,24.529545
Indonesia,IDN,2004,24.8645
Indonesia,IDN,2005,25.197056
Indonesia,IDN,2006,25.527596
Indonesia,IDN,2007,25.855852
Indonesia,IDN,2008,26.182074
Indonesia,IDN,2009,26.50575
Indonesia,IDN,2010,26.824707
Indonesia,IDN,2011,27.129461
Indonesia,IDN,2012,27.432158
Indonesia,IDN,2013,27.73256
Indonesia,IDN,2014,28.031023
Indonesia,IDN,2015,28.327202
Indonesia,IDN,2016,28.621105
Indonesia,IDN,2017,28.912302
Indonesia,IDN,2018,29.201035
Indonesia,IDN,2019,29.487108
Indonesia,IDN,2020,29.770763
Indonesia,IDN,2021,30.0517
Indonesia,IDN,2022,30.33016
Indonesia,IDN,2023,30.395876
Indonesia,IDN,2024,30.460978
Iran,IRN,2000,90.39268
Iran,IRN,2001,90.615074
Iran,IRN,2002,90.83291
Iran,IRN,2003,91.04622
Iran,IRN,2004,91.25493
Iran,IRN,2005,91.458954
Iran,IRN,2006,91.65836
Iran,IRN,2007,91.84716
Iran,IRN,2008,92.028885
Iran,IRN,2009,92.206665
Iran,IRN,2010,92.380684
Iran,IRN,2011,92.55086
Iran,IRN,2012,92.715904
Iran,IRN,2013,92.876396
Iran,IRN,2014,93.03353
Iran,IRN,2015,93.18714
Iran,IRN,2016,93.337395
Iran,IRN,2017,93.48412
Iran,IRN,2018,93.6272
Iran,IRN,2019,93.76661
Iran,IRN,2020,93.90253
Iran,IRN,2021,94.03485
Iran,IRN,2022,94.16394
Iran,IRN,2023,94.28962
Iran,IRN,2024,94.41221
Iraq,IRQ,2000,50.240936
Iraq,IRQ,2001,50.717648
Iraq,IRQ,2002,51.1935
Iraq,IRQ,2003,51.6685
Iraq,IRQ,2004,52.14264
Iraq,IRQ,2005,52.615925
Iraq,IRQ,2006,53.088074
Iraq,IRQ,2007,53.55965
Iraq,IRQ,2008,54.030376
Iraq,IRQ,2009,54.49998
Iraq,IRQ,2010,54.98614
Iraq,IRQ,2011,55.48045
Iraq,IRQ,2012,55.97191
Iraq,IRQ,2013,56.46054
Iraq,IRQ,2014,56.946587
Iraq,IRQ,2015,57.43005
Iraq,IRQ,2016,57.912933
Iraq,IRQ,2017,58.395195
Iraq,IRQ,2018,58.87657
Iraq,IRQ,2019,59.35663
Iraq,IRQ,2020,59.66446
Iraq,IRQ,2021,59.702785
Iraq,IRQ,2022,59.74263
Iraq,IRQ,2023,59.784176
Iraq,IRQ,2024,59.827248
Ireland,IRL,2000,75.39162
Ireland,IRL,2001,75.483376
Ireland,IRL,2002,75.57695
Ireland,IRL,2003,75.678635
Ireland,IRL,2004,75.78056
Ireland,IRL,2005,76.994415
Ireland,IRL,2006,78.18999
Ireland,IRL,2007,79.35814
Ireland,IRL,2008,80.515526
Ireland,IRL,2009,81.6624
Ireland,IRL,2010,82.79859
Ireland,IRL,2011,83.9243
Ireland,IRL,2012,85.039505
Ireland,IRL,2013,86.14414
Ireland,IRL,2014,87.238304
Ireland,IRL,2015,88.32198
Ireland,IRL,2016,89.92703
Ireland,IRL,2017,91.52464
Ireland,IRL,2018,93.114006
Ireland,IRL,2019,93.68722
Ireland,IRL,2020,94.16463
Ireland,IRL,2021,94.646774
Ireland,IRL,2022,95.13397
Ireland,IRL,2023,95.6266
Ireland,IRL,2024,96.12501
Isle of Man,IMN,2009,96.66723
Isle of Man,IMN,2010,96.66723
Isle of Man,IMN,2011,96.66723
Isle of Man,IMN,2012,96.66723
Isle of Man,IMN,2013,96.66723
Isle of Man,IMN,2014,97.00307
Isle of Man,IMN,2015,97.339455
Isle of Man,IMN,2016,97.67641
Isle of Man,IMN,2017,98.013916
Isle of Man,IMN,2018,98.35198
Isle of Man,IMN,2019,98.690605
Isle of Man,IMN,2020,99.02979
Isle of Man,IMN,2021,99.36953
Isle of Man,IMN,2022,99.70983
Isle of Man,IMN,2023,99.92291
Isle of Man,IMN,2024,99.9106
Israel,ISR,2000,99.76122
Israel,ISR,2001,99.76138
Israel,ISR,2002,99.74846
Israel,ISR,2003,99.73553
Israel,ISR,2004,99.72259
Israel,ISR,2005,99.70963
Israel,ISR,2006,99.69667
Israel,ISR,2007,99.6837
Israel,ISR,2008,99.670715
Israel,ISR,2009,99.65772
Israel,ISR,2010,99.64474
Israel,ISR,2011,99.63174
Israel,ISR,2012,99.61873
Israel,ISR,2013,99.60571
Israel,ISR,2014,99.5927
Israel,ISR,2015,99.57967
Israel,ISR,2016,99.566635
Israel,ISR,2017,99.55359
Israel,ISR,2018,99.540535
Israel,ISR,2019,99.52747
Israel,ISR,2020,99.5144
Israel,ISR,2021,99.50131
Israel,ISR,2022,99.48822
Israel,ISR,2023,99.475105
Israel,ISR,2024,99.46199
Italy,ITA,2000,94.76838
Italy,ITA,2001,94.98711
Italy,ITA,2002,95.20594
Italy,ITA,2003,95.424866
Italy,ITA,2004,95.54188
Italy,ITA,2005,95.61492
Italy,ITA,2006,95.68799
Italy,ITA,2007,95.76108
Italy,ITA,2008,95.83419
Italy,ITA,2009,95.90733
Italy,ITA,2010,95.9805
Italy,ITA,2011,96.05369
Italy,ITA,2012,96.1269
Italy,ITA,2013,96.20014
Italy,ITA,2014,96.27341
Italy,ITA,2015,96.321915
Italy,ITA,2016,96.370415
Italy,ITA,2017,96.418915
Italy,ITA,2018,96.46742
Italy,ITA,2019,96.51592
Italy,ITA,2020,96.56442
Italy,ITA,2021,96.61293
Italy,ITA,2022,96.66143
Italy,ITA,2023,96.70993
Italy,ITA,2024,96.75844
Japan,JPN,2000,97.86876
Japan,JPN,2001,97.86876
Japan,JPN,2002,97.86876
Japan,JPN,2003,97.86876
Japan,JPN,2004,97.86876
Japan,JPN,2005,97.91387
Japan,JPN,2006,97.958984
Japan,JPN,2007,98.0041
Japan,JPN,2008,98.049225
Japan,JPN,2009,98.09436
Japan,JPN,2010,98.1395
Japan,JPN,2011,98.184654
Japan,JPN,2012,98.22981
Japan,JPN,2013,98.27498
Japan,JPN,2014,98.320145
Japan,JPN,2015,98.365326
Japan,JPN,2016,98.410515
Japan,JPN,2017,98.4557
Japan,JPN,2018,98.50091
Japan,JPN,2019,98.54612
Japan,JPN,2020,98.59133
Japan,JPN,2021,98.63656
Japan,JPN,2022,98.681786
Japan,JPN,2023,98.72703
Japan,JPN,2024,98.72703
Jersey,JEY,2007,91.49299
Jersey,JEY,2008,91.49299
Jersey,JEY,2009,91.49299
Jersey,JEY,2010,91.49299
Jersey,JEY,2011,91.49299
Jersey,JEY,2012,91.62786
Jersey,JEY,2013,91.76281
Jersey,JEY,2014,91.89784
Jersey,JEY,2015,92.03294
Jersey,JEY,2016,92.16813
Jersey,JEY,2017,92.30338
Jersey,JEY,2018,92.43872
Jersey,JEY,2019,92.57413
Jersey,JEY,2020,92.70962
Jersey,JEY,2021,92.84518
Jersey,JEY,2022,92.84518
Jersey,JEY,2023,92.84518
Jersey,JEY,2024,92.84518
Jordan,JOR,2000,55.52078
Jordan,JOR,2001,55.537083
Jordan,JOR,2002,55.55337
Jordan,JOR,2003,55.56973
Jordan,JOR,2004,55.586002
Jordan,JOR,2005,55.516163
Jordan,JOR,2006,57.113037
Jordan,JOR,2007,58.74078
Jordan,JOR,2008,60.397026
Jordan,JOR,2009,62.0799
Jordan,JOR,2010,63.78693
Jordan,JOR,2011,65.51616
Jordan,JOR,2012,67.265564
Jordan,JOR,2013,69.03332
Jordan,JOR,2014,70.81758
Jordan,JOR,2015,72.61128
Jordan,JOR,2016,74.409904
Jordan,JOR,2017,76.21322
Jordan,JOR,2018,78.02099
Jordan,JOR,2019,79.83304
Jordan,JOR,2020,81.64908
Jordan,JOR,2021,83.46903
Jordan,JOR,2022,85.292694
Jordan,JOR,2023,87.11983
Jordan,JOR,2024,88.9503
Kazakhstan,KAZ,2000,63.195927
Kazakhstan,KAZ,2001,63.450394
Kazakhstan,KAZ,2002,64.98845
Kazakhstan,KAZ,2003,66.54316
Kazakhstan,KAZ,2004,68.11441
Kazakhstan,KAZ,2005,69.702126
Kazakhstan,KAZ,2006,71.3062
Kazakhstan,KAZ,2007,72.92653
Kazakhstan,KAZ,2008,74.56303
Kazakhstan,KAZ,2009,76.21558
Kazakhstan,KAZ,2010,77.883804
Kazakhstan,KAZ,2011,79.56824
Kazakhstan,KAZ,2012,81.26844
Kazakhstan,KAZ,2013,82.98432
Kazakhstan,KAZ,2014,84.7156
Kazakhstan,KAZ,2015,86.46258
Kazakhstan,KAZ,2016,88.14632
Kazakhstan,KAZ,2017,89.82896
Kazakhstan,KAZ,2018,90.1138
Kazakhstan,KAZ,2019,90.39898
Kazakhstan,KAZ,2020,90.684044
Kazakhstan,KAZ,2021,90.96861
Kazakhstan,KAZ,2022,91.25233
Kazakhstan,KAZ,2023,91.53485
Kazakhstan,KAZ,2024,91.54542
Kiribati,KIR,2000,9.50398
Kiribati,KIR,2001,9.718902
Kiribati,KIR,2002,9.877491
Kiribati,KIR,2003,10.036241
Kiribati,KIR,2004,10.195038
Kiribati,KIR,2005,10.353763
Kiribati,KIR,2006,10.568023
Kiribati,KIR,2007,10.826878
Kiribati,KIR,2008,11.088167
Kiribati,KIR,2009,11.351534
Kiribati,KIR,2010,11.6171055
Kiribati,KIR,2011,11.884889
Kiribati,KIR,2012,12.154892
Kiribati,KIR,2013,12.426605
Kiribati,KIR,2014,12.700414
Kiribati,KIR,2015,12.976188
Kiribati,KIR,2016,13.251945
Kiribati,KIR,2017,13.527098
Kiribati,KIR,2018,13.801849
Kiribati,KIR,2019,14.076142
Kiribati,KIR,2020,14.349642
Kiribati,KIR,2021,14.62242
Kiribati,KIR,2022,14.894415
Kiribati,KIR,2023,14.992432
Kiribati,KIR,2024,15.087941
Kuwait,KWT,2000,100
Kuwait,KWT,2001,100
Kuwait,KWT,2002,100
Kuwait,KWT,2003,100
Kuwait,KWT,2004,100
Kuwait,KWT,2005,100
Kuwait,KWT,2006,100
Kuwait,KWT,2007,100
Kuwait,KWT,2008,100
Kuwait,KWT,2009,100
Kuwait,KWT,2010,100
Kuwait,KWT,2011,100
Kuwait,KWT,2012,100
Kuwait,KWT,2013,100
Kuwait,KWT,2014,100
Kuwait,KWT,2015,100
Kuwait,KWT,2016,100
Kuwait,KWT,2017,100
Kuwait,KWT,2018,100
Kuwait,KWT,2019,100
Kuwait,KWT,2020,100
Kuwait,KWT,2021,100
Kuwait,KWT,2022,100
Kuwait,KWT,2023,100
Kuwait,KWT,2024,100
Kyrgyzstan,KGZ,2000,46.415993
Kyrgyzstan,KGZ,2001,46.414886
Kyrgyzstan,KGZ,2002,46.690453
Kyrgyzstan,KGZ,2003,46.965466
Kyrgyzstan,KGZ,2004,47.24104
Kyrgyzstan,KGZ,2005,49.00453
Kyrgyzstan,KGZ,2006,50.798252
Kyrgyzstan,KGZ,2007,52.62113
Kyrgyzstan,KGZ,2008,54.473724
Kyrgyzstan,KGZ,2009,56.356495
Kyrgyzstan,KGZ,2010,58.27948
Kyrgyzstan,KGZ,2011,60.241966
Kyrgyzstan,KGZ,2012,62.24312
Kyrgyzstan,KGZ,2013,64.280754
Kyrgyzstan,KGZ,2014,66.35393
Kyrgyzstan,KGZ,2015,68.461205
Kyrgyzstan,KGZ,2016,70.60143
Kyrgyzstan,KGZ,2017,72.35932
Kyrgyzstan,KGZ,2018,73.662834
Kyrgyzstan,KGZ,2019,74.977776
Kyrgyzstan,KGZ,2020,76.23637
Kyrgyzstan,KGZ,2021,77.60717
Kyrgyzstan,KGZ,2022,76.89779
Kyrgyzstan,KGZ,2023,75.401566
Kyrgyzstan,KGZ,2024,73.8813
Laos,LAO,2000,5.142677
Laos,LAO,2001,6.732693
Laos,LAO,2002,7.9647045
Laos,LAO,2003,8.3297825
Laos,LAO,2004,8.6978
Laos,LAO,2005,9.0438595
Laos,LAO,2006,9.343034
Laos,LAO,2007,9.642312
Laos,LAO,2008,9.942042
Laos,LAO,2009,10.241737
Laos,LAO,2010,10.541622
Laos,LAO,2011,10.841687
Laos,LAO,2012,11.142037
Laos,LAO,2013,11.442193
Laos,LAO,2014,11.742497
Laos,LAO,2015,12.042822
Laos,LAO,2016,14.268787
Laos,LAO,2017,16.588089
Laos,LAO,2018,19.000593
Laos,LAO,2019,21.506344
Laos,LAO,2020,24.105047
Laos,LAO,2021,26.796556
Laos,LAO,2022,29.580717
Laos,LAO,2023,32.40307
Laos,LAO,2024,35.18772
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2000,70.126465
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2001,70.409096
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2002,70.68427
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2003,70.952255
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2004,71.21441
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2005,71.846375
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2006,72.10204
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2007,72.3561
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2008,72.64485
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2009,72.929405
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2010,73.212456
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2011,73.4909
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2012,73.74994
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2013,74.22422
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2014,74.69637
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2015,75.165245
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2016,75.62446
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2017,76.06817
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2018,76.52507
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2019,76.97391
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2020,77.41537
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2021,77.826126
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2022,78.1997
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2023,78.59259
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2024,78.92668
Latvia,LVA,2000,92.51835
Latvia,LVA,2001,92.49957
Latvia,LVA,2002,92.51412
Latvia,LVA,2003,92.53678
Latvia,LVA,2004,92.58324
Latvia,LVA,2005,92.62953
Latvia,LVA,2006,92.69843
Latvia,LVA,2007,92.947624
Latvia,LVA,2008,93.19816
Latvia,LVA,2009,93.456276
Latvia,LVA,2010,93.72129
Latvia,LVA,2011,93.98649
Latvia,LVA,2012,94.25175
Latvia,LVA,2013,94.51705
Latvia,LVA,2014,94.7823
Latvia,LVA,2015,95.047714
Latvia,LVA,2016,95.314445
Latvia,LVA,2017,95.582245
Latvia,LVA,2018,95.85088
Latvia,LVA,2019,96.12012
Latvia,LVA,2020,96.38972
Latvia,LVA,2021,96.659424
Latvia,LVA,2022,96.929016
Latvia,LVA,2023,96.96994
Latvia,LVA,2024,97.011406
Lebanon,LBN,2000,43.433365
Lebanon,LBN,2001,43.66932
Lebanon,LBN,2002,43.905273
Lebanon,LBN,2003,44.141228
Lebanon,LBN,2004,44.377182
Lebanon,LBN,2005,44.613136
Lebanon,LBN,2006,44.84909
Lebanon,LBN,2007,45.085045
Lebanon,LBN,2008,45.321
Lebanon,LBN,2009,45.556953
Lebanon,LBN,2010,45.79291
Lebanon,LBN,2011,46.028866
Lebanon,LBN,2012,46.26482
Lebanon,LBN,2013,46.500774
Lebanon,LBN,2014,46.73673
Lebanon,LBN,2015,46.972683
Lebanon,LBN,2016,47.208637
Lebanon,LBN,2017,47.44459
Lebanon,LBN,2018,47.630707
Lebanon,LBN,2019,47.7
Lebanon,LBN,2020,47.7
Lebanon,LBN,2021,47.7
Lebanon,LBN,2022,47.7
Lebanon,LBN,2023,47.7
Lebanon,LBN,2024,47.7
Lesotho,LSO,2000,8.687828
Lesotho,LSO,2001,9.590057
Lesotho,LSO,2002,10.511764
Lesotho,LSO,2003,11.452729
Lesotho,LSO,2004,12.41411
Lesotho,LSO,2005,13.394268
Lesotho,LSO,2006,14.394824
Lesotho,LSO,2007,15.367782
Lesotho,LSO,2008,16.358568
Lesotho,LSO,2009,17.365833
Lesotho,LSO,2010,18.391222
Lesotho,LSO,2011,19.434381
Lesotho,LSO,2012,20.429005
Lesotho,LSO,2013,21.34535
Lesotho,LSO,2014,22.200298
Lesotho,LSO,2015,23.0646
Lesotho,LSO,2016,23.937141
Lesotho,LSO,2017,24.818441
Lesotho,LSO,2018,25.71172
Lesotho,LSO,2019,26.616428
Lesotho,LSO,2020,27.53365
Lesotho,LSO,2021,28.462273
Lesotho,LSO,2022,29.403381
Lesotho,LSO,2023,30.35586
Lesotho,LSO,2024,31.320242
Liechtenstein,LIE,2000,100
Liechtenstein,LIE,2001,100
Liechtenstein,LIE,2002,100
Liechtenstein,LIE,2003,100
Liechtenstein,LIE,2004,100
Liechtenstein,LIE,2005,100
Liechtenstein,LIE,2006,100
Liechtenstein,LIE,2007,100
Liechtenstein,LIE,2008,100
Liechtenstein,LIE,2009,100
Liechtenstein,LIE,2010,100
Liechtenstein,LIE,2011,100
Liechtenstein,LIE,2012,100
Liechtenstein,LIE,2013,100
Liechtenstein,LIE,2014,100
Liechtenstein,LIE,2015,100
Liechtenstein,LIE,2016,100
Liechtenstein,LIE,2017,100
Liechtenstein,LIE,2018,100
Liechtenstein,LIE,2019,100
Liechtenstein,LIE,2020,100
Liechtenstein,LIE,2021,100
Liechtenstein,LIE,2022,100
Liechtenstein,LIE,2023,100
Liechtenstein,LIE,2024,100
Lithuania,LTU,2000,69.827965
Lithuania,LTU,2001,70.18007
Lithuania,LTU,2002,70.5294
Lithuania,LTU,2003,70.88001
Lithuania,LTU,2004,72.4807
Lithuania,LTU,2005,74.106064
Lithuania,LTU,2006,75.75525
Lithuania,LTU,2007,77.4165
Lithuania,LTU,2008,79.08975
Lithuania,LTU,2009,80.76601
Lithuania,LTU,2010,82.44637
Lithuania,LTU,2011,84.14775
Lithuania,LTU,2012,85.87567
Lithuania,LTU,2013,87.61463
Lithuania,LTU,2014,89.36464
